contractAddress,tokenSymbol,from,to,value,valueFormatted,blockNumber,transactionHash,logIndex
0xAB365C0879024481E4ad3b47bd6FeA9c10014FbC,UNKNOWN,0x0000000000000000000000000000000000000000,0x45F163E583D34b8E276445dd3Da9aE077D137d72,45542978868631462090222,45542.978868631462090222,23403009,0xe45123d8b4e4a977e37daa0ec65140dc0afb178e252d0dcc4c400bd01125b696,38
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x0181bCdF5e094ca51aadfA6253C03CB2ce700314,0x08A4c1f3dd7867c1f4B6AB7eeBF3188004EA12ED,8000000,0.000000000008,23403009,0xdef350e8e541a085605e04606142ad99c358a353b463ff3f8d0575a160d602b2,42
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x8E67acaFb609423A53C93546775BFE7A86619180,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,3000000,0.000000000003,23403009,0x7bb953f47e947a879d1a5ce5c1c2c056fb04f33ae5dfa9287b08f3c1f6535b53,44
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,0xe6b738DA243e8FA2a0eD5915645789aDD5dE5152,26250,0.00000000000002625,23403009,0x7bb953f47e947a879d1a5ce5c1c2c056fb04f33ae5dfa9287b08f3c1f6535b53,45
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,0xdf4fFDa22270c12d0b5b3788F1669D709476111E,2973750,0.00000000000297375,23403009,0x7bb953f47e947a879d1a5ce5c1c2c056fb04f33ae5dfa9287b08f3c1f6535b53,47
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0xbd9C8cb7E0fdDbd04B7c37Bf8142052B8439aE77,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,35819698,0.000000000035819698,23403009,0xae483a49c28e7b8386da64937993904e76d02154bb4211bef37867629bd61491,51
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,0xe6b738DA243e8FA2a0eD5915645789aDD5dE5152,313422,0.000000000000313422,23403009,0xae483a49c28e7b8386da64937993904e76d02154bb4211bef37867629bd61491,52
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x9A47f3289794E9bbc6a3C571f6D96Ad4E7bAED16,0xdf4fFDa22270c12d0b5b3788F1669D709476111E,35506276,0.000000000035506276,23403009,0xae483a49c28e7b8386da64937993904e76d02154bb4211bef37867629bd61491,54
0x6982508145454Ce325dDbE47a25d4ec3d2311933,UNKNOWN,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0xA43fe16908251ee70EF74718545e4FE6C5cCEc9f,516401263061364245578907648,516401263.061364245578907648,23403009,0x3d425ac54b81d869ccba21b006ef8056e046007a1471945578a37bbeab2198e1,57
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0xA43fe16908251ee70EF74718545e4FE6C5cCEc9f,0x51C72848c68a965f66FA7a88855F9f7784502a7F,1240103349458110976,1.240103349458110976,23403009,0x3d425ac54b81d869ccba21b006ef8056e046007a1471945578a37bbeab2198e1,58
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0xE0554a476A092703abdB3Ef35c80e0D76d32939F,0x3611B82c7B13e72b26eb0E9BE0613bEE7A45aC7c,2660744305,0.000000002660744305,23403009,0x5446d6da880325723f768520881cdf58d0bbf29da1aa3d3f21457cd5be564aca,63
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x3611B82c7B13e72b26eb0E9BE0613bEE7A45aC7c,0xE0554a476A092703abdB3Ef35c80e0D76d32939F,593948041126986617,0.593948041126986617,23403009,0x5446d6da880325723f768520881cdf58d0bbf29da1aa3d3f21457cd5be564aca,64
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x3611B82c7B13e72b26eb0E9BE0613bEE7A45aC7c,0xF5042e6ffaC5a625D4E7848e0b01373D8eB9e222,2660744305,0.000000002660744305,23403009,0x5446d6da880325723f768520881cdf58d0bbf29da1aa3d3f21457cd5be564aca,66
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0xF5042e6ffaC5a625D4E7848e0b01373D8eB9e222,0x1430Cc22bCcFecE3d894E298A3845D3AC8E871F9,2660744306,0.000000002660744306,23403009,0x5446d6da880325723f768520881cdf58d0bbf29da1aa3d3f21457cd5be564aca,69
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x0966d26521C18e82D11C40d64D3d1853CeD5E707,0xf4bAba092bB9aAf76E0C03B856398b9EBED0819f,91000000000000000,0.091,23403009,0xa468a43bc4681cedf3c2aaf6e62205696770cac2effb97d59ad57b53bc9db9a7,71
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0xf4bAba092bB9aAf76E0C03B856398b9EBED0819f,0x0000a26b00c1F0DF003000390027140000fAa719,455000000000000,0.000455,23403009,0xa468a43bc4681cedf3c2aaf6e62205696770cac2effb97d59ad57b53bc9db9a7,73
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0xf4bAba092bB9aAf76E0C03B856398b9EBED0819f,0x5fe7D7183FbCc1CD24E0Ae0db573871FD759802A,6825000000000000,0.006825,23403009,0xa468a43bc4681cedf3c2aaf6e62205696770cac2effb97d59ad57b53bc9db9a7,74
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0xE0554a476A092703abdB3Ef35c80e0D76d32939F,0x337685fdaB40D39bd02028545a4FfA7D287cC3E2,1030277555,0.000000001030277555,23403009,0xe51e734e08994899c76e7a8cfbbe0ccc49d3145c75c58873582193e5303278bc,79
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x2E1Dee213BA8d7af0934C49a23187BabEACa8764,0xE0554a476A092703abdB3Ef35c80e0D76d32939F,230000000000000000,0.23,23403009,0xe51e734e08994899c76e7a8cfbbe0ccc49d3145c75c58873582193e5303278bc,80
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x337685fdaB40D39bd02028545a4FfA7D287cC3E2,0xC38e4e6A15593f908255214653d3D947CA1c2338,1030277555,0.000000001030277555,23403009,0xe51e734e08994899c76e7a8cfbbe0ccc49d3145c75c58873582193e5303278bc,83
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x6aba0315493b7e6989041C91181337b662fB1b90,0xb300000b72DEAEb607a12d5f54773D1C19c7028d,2460701074,0.000000002460701074,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,87
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0xb300000b72DEAEb607a12d5f54773D1C19c7028d,0x1231DEB6f5749EF6cE6943a275A1D3E7486F4EaE,2460701074,0.000000002460701074,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,89
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x1231DEB6f5749EF6cE6943a275A1D3E7486F4EaE,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,2460701074,0.000000002460701074,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,90
0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNKNOWN,0x67336Cec42645F55059EfF241Cb02eA5cC52fF86,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,267287804392313841847,267.287804392313841847,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,93
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,0x67336Cec42645F55059EfF241Cb02eA5cC52fF86,2460701074,0.000000002460701074,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,94
0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNKNOWN,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,0xE8E1F50392Bd61D0F8F48E8E7aF51D3b8a52090a,267287804392313841846,267.287804392313841846,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,98
0xE8E1F50392Bd61D0F8F48E8E7aF51D3b8a52090a,UNKNOWN,0x0000000000000000000000000000000000000000,0x8626Be23f128f5985A5D76359B10BF3db84a7306,267287804392313841846,267.287804392313841846,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,99
0xa250CC729Bb3323e7933022a67B52200fE354767,UNKNOWN,0x8626Be23f128f5985A5D76359B10BF3db84a7306,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,549631995815779601,0.549631995815779601,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,101
0xa250CC729Bb3323e7933022a67B52200fE354767,UNKNOWN,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,0x0000000000000000000000000000000000000000,549631995815779601,0.549631995815779601,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,104
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0xa250CC729Bb3323e7933022a67B52200fE354767,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,549631995815779601,0.549631995815779601,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,105
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,0x6bCd2862522c0Ab45f4f9Fe693E36C791EDE0a42,549631995815779600,0.5496319958157796,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,108
0xCBdE0453d4E7D748077c1b0Ac2216C011DD2f406,UNKNOWN,0x6bCd2862522c0Ab45f4f9Fe693E36C791EDE0a42,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,98343322995241,0.000098343322995241,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,109
0xCBdE0453d4E7D748077c1b0Ac2216C011DD2f406,UNKNOWN,0x6E4141d33021b52C91c28608403db4A0FFB50Ec6,0x1231DEB6f5749EF6cE6943a275A1D3E7486F4EaE,98343322995241,0.000098343322995241,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,113
0xCBdE0453d4E7D748077c1b0Ac2216C011DD2f406,UNKNOWN,0x1231DEB6f5749EF6cE6943a275A1D3E7486F4EaE,0x6aba0315493b7e6989041C91181337b662fB1b90,98343322995241,0.000098343322995241,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,117
0xCBdE0453d4E7D748077c1b0Ac2216C011DD2f406,UNKNOWN,0x6aba0315493b7e6989041C91181337b662fB1b90,0x73D8bD54F7Cf5FAb43fE4Ef40A62D390644946Db,98343322995241,0.000098343322995241,23403009,0xa8a0ebb8cfa2f8430e98076bf36f99feeb0c70f339d0992ca11571857fcce009,122
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x63c79FcCd0a21e4a4D87056A0Efe3B85d8c373d4,0x94969adf32953325e1d140E734B99757727bE3EF,109280000,0.00000000010928,23403009,0x89ca2e1959673b5c101fc0d47f7730050817fc12a451ef93c89b3c244a09a972,126
0xba9d4199faB4f26eFE3551D490E3821486f135Ba,UNKNOWN,0xEFC8702b4B64bf2a39f5aF863c95EdFADA3c1323,0x8D9B9e25b208CAC58415d915898c2ffa3A530aa1,50000000000,0.00000005,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,128
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x8D9B9e25b208CAC58415d915898c2ffa3A530aa1,0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,45267542278649018,0.045267542278649018,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,129
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x11b815efB8f581194ae79006d24E0d814B7697F6,0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,202665292,0.000000000202665292,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,132
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,0x11b815efB8f581194ae79006d24E0d814B7697F6,45267542278649018,0.045267542278649018,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,133
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,0x000000fee13a103A10D593b9AE06b3e05F2E7E1c,506663,0.000000000000506663,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,135
0xdAC17F958D2ee523a2206206994597C13D831ec7,UNKNOWN,0x66a9893cC07D91D95644AEDD05D03f95e1dBA8Af,0xEFC8702b4B64bf2a39f5aF863c95EdFADA3c1323,202158629,0.000000000202158629,23403009,0x48ea2dc712576224e197cdb8ce9b4d72a153991dc850fe788d6e4f6e042123cb,136
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x46340b20830761efd32832A74d7169B29FEB9758,0xa0e4aB3CE27650e423199fc5dFC5B55F685C8f30,61580000,0.00000000006158,23403009,0xc9eda38da04722b9dbaaafe42adfa1f2ba8a7103b5cc8b9795eb537626cca0ff,137
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNKNOWN,0x004B2998cFD4f5F378d5a0CBD0f1f3156e9a6F64,0xFFf8D5fFF6Ee3226fa2F5d7D5D8C3Ff785be9C74,160079964191614805,0.160079964191614805,23403009,0x5664301b0c698e5ec4a7a1b1bd13d02dd72c9e22fd9b47cbae5a00a2664f6e87,138
0x26E550AC11B26f78A04489d5F20f24E3559f7Dd9,UNKNOWN,0xFFf8D5fFF6Ee3226fa2F5d7D5D8C3Ff785be9C74,0x3a931872a2B00bd909378072233814dF86f7F3A7,32706160000000,0.00003270616,23403009,0x5664301b0c698e5ec4a7a1b1bd13d02dd72c9e22fd9b47cbae5a00a2664f6e87,139
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x4e565f63257d90F988e5EC9D065bab00f94d2dfD,0x5a269a0263019e9ac904660F6B4932fa7eb75b33,30000000,0.00000000003,23403009,0xf6cab9fe9be3cb87063f9029fc12c2d7c377490b1be8bd30280b1a912ccb412b,142
0xAcE8E719899F6E91831B18AE746C9A965c2119F1,UNKNOWN,0x1f350dcD22Aad1cC62f5e9626bd0259BE407fce9,0x00000688768803Bbd44095770895ad27ad6b0d95,9910000000000000000,9.91,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,144
0xAcE8E719899F6E91831B18AE746C9A965c2119F1,UNKNOWN,0x00000688768803Bbd44095770895ad27ad6b0d95,0x268Dfdda9Ab01FACa8D910eF2e410C29079Cb343,9910000000000000000,9.91,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,146
0xAcE8E719899F6E91831B18AE746C9A965c2119F1,UNKNOWN,0x268Dfdda9Ab01FACa8D910eF2e410C29079Cb343,0x05CCbB4b74854f8A067b83475E8c34f5a413D7e1,9910000000000000000,9.91,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,147
0xAcE8E719899F6E91831B18AE746C9A965c2119F1,UNKNOWN,0x05CCbB4b74854f8A067b83475E8c34f5a413D7e1,0x99B8d1D1c17a10CD1A878d1A44c11fd7E4daD7bC,9910000000000000000,9.91,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,150
0xAcE8E719899F6E91831B18AE746C9A965c2119F1,UNKNOWN,0x99B8d1D1c17a10CD1A878d1A44c11fd7E4daD7bC,0x3312cc371Fe0Dd5171878630A1E5cf69778E8fa5,9910000000000000000,9.91,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,153
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x3312cc371Fe0Dd5171878630A1E5cf69778E8fa5,0x99B8d1D1c17a10CD1A878d1A44c11fd7E4daD7bC,9910000,0.00000000000991,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,156
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x99B8d1D1c17a10CD1A878d1A44c11fd7E4daD7bC,0x05CCbB4b74854f8A067b83475E8c34f5a413D7e1,9910000,0.00000000000991,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,158
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05CCbB4b74854f8A067b83475E8c34f5a413D7e1,0x268Dfdda9Ab01FACa8D910eF2e410C29079Cb343,9910000,0.00000000000991,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,160
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x268Dfdda9Ab01FACa8D910eF2e410C29079Cb343,0x00000688768803Bbd44095770895ad27ad6b0d95,9910000,0.00000000000991,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,162
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x00000688768803Bbd44095770895ad27ad6b0d95,0x1f350dcD22Aad1cC62f5e9626bd0259BE407fce9,9878948,0.000000000009878948,23403009,0x0b8a2948d427bdcaad89a55232cdc2ce9aca335dbc4fbaf069577c9fadadf1f7,163
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x20B128a9431f80b31fABA9E92bDe96d87a2dd0B9,319000000,0.000000000319,23403009,0xd8edea8a10b460888b668a668f7e6197fffd8ff3f234f3524bbc87c258448b2b,165
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x4275F637aBbe83A7F7218DE36328179e64FEeDF9,30000000,0.00000000003,23403009,0xa68a9ae288351f00b1dd30a953d41453f3b381356cbe16595a5d2f9ae8aaeac3,166
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x0C5c5560f45DDF7E95D9969CFD25DF7C40F1448E,57168500,0.0000000000571685,23403009,0xba9287b777cc4f3f96f22741aec0c7d6e0788bdf504e5879c16918b382845703,167
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x4fBB016d38977Fdd981e234df48E7E95541DfBb3,2241000000,0.000000002241,23403009,0xb68e778be28b2d7d53d54feeebdfd6506149d183074cc1656017ea12a6ba417d,168
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x39F5E7d587280874057AD3BE8998b9352071EB9d,819983380,0.00000000081998338,23403009,0x11f35698f6d586b5e2d62cce6f9228828572edb88ce5a1c8251b7a437d8987a2,169
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UNKNOWN,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x685b7c9a85b8f1e1a168892fB2DD35399bFDCB99,63059764200,0.0000000630597642,23403009,0xf4a0fd0997a27a5ce6da7e6751246f2cd0fd752135069a0a50c08a1f89cd3f4a,170
